01.01.2007   N1106
Образец: "Mo"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   1844     134     925    67,1
   1849     201     928    67,1
   1854     101     930    67,1
   1859     134     933     134
   1864     134     935     134
   1869     101     937    67,1
   1874     168     940     168
   1879     134     942     168
   1884    67,1     945     134
   1889     168     947     134
   1894     168     950     101
   1899     168     952    33,5
   1904     168     955    67,1
   1909     168     957     101
   1914     134     960     134
   1919     168     962     101
   1924     168     965    67,1
   1929     168     967    33,5
   1934     268     970    33,5
   1939     268     972     101
   1944     235     975     134
   1949     101     977     101
   1954     0,0     980    67,1
   1959     134     982    67,1
   1964     101     985    67,1
   1969    67,1     987    33,5
   1974     201     990    33,5
   1979    67,1     992    67,1
   1984    67,1     995    67,1
   1989    33,5     997    33,5
   1994    67,1    1000    33,5
   1999     101    1002    33,5
   2004     101    1005    33,5
   2009    67,1    1007     0,0
   2014     101    1010    33,5
   2019    33,5    1012     0,0
   2024    67,1    1015     0,0
   2029    33,5    1017     0,0
   2034     101    1020     0,0
   2039    67,1    1022    33,5
   2044     134    1025    67,1
   2049     134    1027    33,5
   2054     101    1030    67,1
   2059     101    1032    67,1
   2064     101    1034    33,5
   2069    67,1    1037    33,5
   2074    67,1    1039    33,5
   2079    67,1    1042     0,0
   2084    67,1    1044    33,5
   2089     134    1047    33,5
   2094     101    1049    33,5
   2099     101    1052    33,5
   2104     134    1054     134
   2109     134    1057     201
   2114     235    1059     168
   2119     268    1062     268
   2124     168    1064     369
   2129     168    1067     235
   2134     168    1069     168
   2139     134    1072     101
   2144    67,1    1074     201
   2149     134    1077     101
   2154     101    1079    67,1
   2159     0,0    1082    67,1
   2164     134    1084    33,5
   2169     134    1087    33,5
   2174    33,5    1089    33,5
   2179    67,1    1092    33,5
   2184    67,1    1094    67,1
   2189    33,5    1097    33,5
   2194     101    1099     0,0
   2199     168    1102    33,5
   2204     134    1104    33,5
   2209    33,5    1107     0,0
   2214    33,5    1109     0,0
   2219     101    1112     0,0
   2224     101    1114     0,0
   2229    33,5    1117    33,5
   2234     101    1119    33,5
   2239    67,1    1122    33,5
   2244     0,0    1124     0,0
   2249    33,5    1127    33,5
   2254    67,1    1129     0,0
   2259    67,1    1131    33,5
   2264     101    1134    67,1
   2269     134    1136     0,0
   2274    33,5    1139     0,0
   2279    67,1    1141     0,0
   2284     101    1144     0,0
   2289    67,1    1146     0,0
   2294     168    1149     0,0
   2299    67,1    1151    33,5
   2304    33,5    1154     0,0
   2309     168    1156     0,0
   2314    33,5    1159     0,0
   2319    67,1    1161     0,0
   2324    67,1    1164    33,5
   2329    67,1    1166    33,5
   2334     168    1169    33,5
   2339     0,0    1171    67,1
   2344     101    1174    67,1
   2349    67,1    1176     0,0
   2354     134    1179    33,5
   2359     101    1181     0,0
   2364     0,0    1184     0,0
   2369     101    1186    67,1
   2374     0,0    1189     0,0
   2379    33,5    1191    33,5
   2384    67,1    1194     0,0
   2389    33,5    1196    33,5
   2394    67,1    1199    67,1
   2399    67,1    1201    33,5
   2404    33,5    1204     0,0
   2409    67,1    1206    33,5
   2414    33,5    1209    33,5
   2419     101    1211    33,5
   2424    67,1    1214    33,5
   2429    33,5    1216     0,0
   2434    67,1    1218    33,5
   2439     134    1221     0,0
   2444     101    1223    33,5
   2449    67,1    1226    33,5
   2454     0,0    1229    33,5
   2459    33,5    1231     0,0
   2464    33,5    1234    33,5
   2469     101    1236    33,5
   2474     0,0    1238     0,0
   2479     0,0    1241     0,0
   2484     0,0    1243     0,0
   2489    33,5    1246    33,5
   2494    67,1    1248    33,5
   2499     0,0    1251     0,0
   2504    67,1    1253    33,5
   2509     0,0    1256     0,0
   2514     0,0    1258    33,5
   2519    67,1    1261    33,5
   2524     0,0    1263     0,0
   2529    33,5    1266     0,0
   2534     0,0    1268    33,5
   2539    33,5    1271     0,0
   2544    33,5    1273    33,5
   2549     0,0    1276     0,0
   2554    33,5    1278    33,5
   2559    33,5    1281     0,0
   2564    33,5    1283    67,1
   2569    67,1    1286     0,0
   2574     0,0    1288    33,5
   2579     0,0    1291     0,0
   2584    33,5    1293    33,5
   2589    33,5    1296     0,0
   2594    67,1    1298    33,5
   2599    33,5    1301     0,0
   2604     0,0    1303    33,5
   2609    33,5    1306     0,0
   2614     0,0    1308     0,0
   2619    33,5    1311    33,5
   2624     0,0    1313     0,0
   2629    33,5    1316     0,0
   2634    33,5    1318     0,0
   2639     101    1321    33,5
   2644    33,5    1323     0,0
