01.01.2007   N1106
Образец: "Hg"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2149     101    1077     235
   2154     134    1079     235
   2159    67,2    1082     168
   2164     168    1084     134
   2169     134    1087     168
   2174     134    1089    67,2
   2179     0,0    1092    67,2
   2184    67,2    1094     134
   2189     101    1097     134
   2194    33,6    1099     168
   2199    67,2    1102     134
   2204    67,2    1104     101
   2209     134    1107     101
   2214     101    1109     134
   2219     101    1112     134
   2224    33,6    1114     134
   2229    67,2    1117     134
   2234     101    1119     134
   2239    33,6    1122     202
   2244     101    1124     134
   2249    67,2    1127     101
   2254     168    1129     134
   2259     168    1131     134
   2264     134    1134    67,2
   2269    67,2    1136     134
   2274     202    1139     101
   2279     101    1141     101
   2284     101    1144     134
   2289     134    1146     101
   2294     101    1149     134
   2299    67,2    1151     101
   2304     101    1154     134
   2309    67,2    1156     202
   2314    67,2    1159     101
   2319    67,2    1161     101
   2324    33,6    1164    67,2
   2329     168    1166    67,2
   2334    33,6    1169     134
   2339    67,2    1171     101
   2344    67,2    1174     134
   2349     0,0    1176     134
   2354     101    1179    67,2
   2359    67,2    1181    67,2
   2364    33,6    1184     101
   2369    33,6    1186     202
   2374    33,6    1189     0,0
   2379    67,2    1191    67,2
   2384    33,6    1194     101
   2389    33,6    1196     134
   2394     0,0    1199     168
   2399     101    1201    67,2
   2404    33,6    1204    33,6
   2409    33,6    1206    67,2
   2414    67,2    1209     134
   2419    33,6    1211    67,2
   2424    67,2    1214     101
   2429     0,0    1216    67,2
   2434    33,6    1218    67,2
   2439     101    1221     134
   2444    33,6    1223     168
   2449    33,6    1226    33,6
   2454    67,2    1229     101
   2457    53,0    1230    84,0
   2459    45,0    1231    87,0
   2461    65,0    1232     110
   2463    47,0    1233     113
   2465    52,0    1234     159
   2467    53,0    1235     168
   2469    66,0    1236     208
   2471    73,0    1237     266
   2473    65,0    1238     345
   2475    63,0    1239     407
   2477    75,0    1240     451
   2479    71,0    1241     408
   2481    82,0    1242     360
   2483    72,0    1243     293
   2485    62,0    1244     247
   2487    61,0    1245     194
   2489    61,0    1246     147
   2491    60,0    1247     131
   2493    56,0    1248     137
   2495    62,0    1249     104
   2497    44,0    1250     115
   2499     134    1251     134
   2504    67,2    1253     235
   2509     0,0    1256    67,2
   2514    67,2    1258     101
   2519     0,0    1261     101
   2524    33,6    1263    67,2
   2529    67,2    1266    33,6
   2534     0,0    1268    67,2
   2539    67,2    1271     101
   2544     0,0    1273    33,6
   2549    67,2    1276     101
   2554     0,0    1278     101
   2559     0,0    1281    67,2
   2564     0,0    1283    67,2
   2569     101    1286    33,6
   2574     0,0    1288    33,6
   2579    67,2    1291    33,6
   2584    33,6    1293    33,6
   2589     0,0    1296     0,0
   2594     101    1298    67,2
   2599    33,6    1301    33,6
   2604     0,0    1303     134
   2609    33,6    1306    33,6
   2614     0,0    1308     101
   2619     0,0    1311     0,0
   2624    67,2    1313    33,6
   2629     0,0    1316     134
   2634    33,6    1318    67,2
   2639     0,0    1321    67,2
   2644    33,6    1323     101
   2649     0,0    1326     0,0
   2654    33,6    1328    67,2
   2659    33,6    1331     101
   2664     0,0    1333     101
   2669    67,2    1336    67,2
   2674     0,0    1338     0,0
   2679     0,0    1340    33,6
   2684    67,2    1343    33,6
   2689    33,6    1345    67,2
   2694     0,0    1348     0,0
   2699     0,0    1351    67,2
   2704    33,6    1353    33,6
   2709     0,0    1356    67,2
   2714    33,6    1358    67,2
   2719    33,6    1360    33,6
   2724     101    1363    67,2
   2729    67,2    1365    33,6
   2734    33,6    1368     0,0
   2739    33,6    1370    33,6
   2744    33,6    1373    67,2
   2749    67,2    1375    67,2
   2754    33,6    1378     0,0
   2759    33,6    1380     0,0
   2764     0,0    1383     0,0
   2769    67,2    1385     0,0
   2774    33,6    1388     101
   2779    67,2    1390    67,2
   2784     0,0    1393    67,2
   2789     0,0    1395     134
