01.01.2007   N1106
Образец: "V"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2209     101    1107     0,0
   2214     101    1109     0,0
   2219     101    1112     0,0
   2224     101    1114     0,0
   2229    33,6    1117     0,0
   2234     134    1119    33,6
   2239    33,6    1122    33,6
   2244     0,0    1124     0,0
   2249    33,6    1127     0,0
   2250    56,0    1127    21,0
   2251    60,0    1128    19,0
   2252    67,0    1128    26,0
   2253    60,0    1129    26,0
   2254    62,0    1129    25,0
   2255    73,0    1129    17,0
   2256    87,0    1130    26,0
   2257     101    1130    22,0
   2258    95,0    1131    21,0
   2259    99,0    1131    26,0
   2260     128    1132    29,0
   2261     136    1132    23,0
   2262     200    1133    15,0
   2263     221    1133    18,0
   2264     294    1134    28,0
   2265     316    1134    29,0
   2266     378    1135    23,0
   2267     419    1135    23,0
   2268     528    1136    22,0
   2269     554    1136    21,0
   2270     556    1137    24,0
   2271     677    1137    28,0
   2272     689    1138    23,0
   2273     886    1138    12,0
   2274    1081    1139    23,0
   2275    1473    1139    17,0
   2276    2157    1140    23,0
   2277    2964    1140    32,0
   2278    4023    1141    32,0
   2279    4800    1141    29,0
   2280    5753    1142    22,0
   2281    6297    1142    34,0
   2282    6761    1143    30,0
   2283    6704    1143    44,0
   2284    6682    1144    31,0
   2285    6427    1144    36,0
   2286    6221    1145    20,0
   2287    5985    1145    27,0
   2288    5553    1146    30,0
   2289    5039    1146    27,0
   2290    4528    1147    26,0
   2291    3869    1147    29,0
   2292    3340    1148    18,0
   2293    2608    1148    29,0
   2294    2014    1149    26,0
   2295    1555    1149    20,0
   2296    1235    1150    18,0
   2297     893    1150    25,0
   2298     685    1151    26,0
   2299     572    1151    25,0
   2300     452    1152    15,0
   2301     378    1152    28,0
   2302     362    1153    21,0
   2303     258    1153    22,0
   2304     249    1154    19,0
   2305     204    1154    14,0
   2306     206    1155    22,0
   2307     161    1155    22,0
   2308     174    1156    21,0
   2309     166    1156    27,0
   2310     131    1157    18,0
   2311     159    1157    16,0
   2312     150    1158    23,0
   2313     148    1158    20,0
   2314     162    1159    18,0
   2315     159    1159    13,0
   2316     186    1160    18,0
   2317     174    1160    25,0
   2318     156    1161    27,0
   2319     165    1161    17,0
   2320     155    1162    34,0
   2321     147    1162    15,0
   2322     138    1163    19,0
   2323     137    1163    18,0
   2324     157    1164    19,0
   2325     136    1164    24,0
   2326     140    1165    15,0
   2327     131    1165    17,0
   2328     124    1166    21,0
   2329     123    1166    25,0
   2330     120    1167    19,0
   2331     121    1167    26,0
   2332     120    1168    22,0
   2333     122    1168    20,0
   2334     104    1169    17,0
   2335     100    1169    18,0
   2336    90,0    1170    25,0
   2337    91,0    1170    25,0
   2338     102    1171    27,0
   2339    97,0    1171    19,0
   2340    91,0    1172    24,0
   2341    91,0    1172    28,0
   2342    87,0    1173    30,0
   2343    88,0    1173    23,0
   2344    77,0    1174    31,0
   2345    79,0    1174    24,0
   2346    80,0    1175    39,0
   2347    75,0    1175    40,0
   2348    74,0    1176    25,0
   2349    76,0    1176    32,0
   2350    67,0    1177    25,0
   2351    82,0    1177    39,0
   2352    77,0    1178    38,0
   2353    88,0    1178    39,0
   2354    68,0    1179    20,0
   2355    80,0    1179    29,0
   2356    84,0    1180    26,0
   2357    85,0    1180    18,0
   2358    76,0    1181    27,0
   2359    66,0    1181    28,0
   2360    84,0    1182    24,0
   2361    81,0    1182    24,0
   2362    65,0    1183    20,0
   2363    66,0    1183    28,0
   2364    73,0    1184    18,0
   2365    76,0    1184    23,0
   2366    67,0    1185    23,0
   2367    62,0    1185    16,0
   2368    55,0    1186    19,0
   2369    57,0    1186    25,0
   2370    61,0    1187    17,0
   2371    73,0    1187    28,0
   2372    38,0    1188    19,0
   2373    53,0    1188    16,0
   2374    77,0    1189    24,0
   2375    69,0    1189    20,0
   2376    69,0    1190    19,0
   2377    65,0    1190    25,0
   2378    55,0    1191    18,0
   2379    45,0    1191    15,0
   2380    56,0    1192    12,0
   2381    58,0    1192    16,0
   2382    55,0    1193    14,0
   2383    53,0    1193    26,0
   2384    52,0    1194    26,0
   2385    49,0    1194    16,0
   2386    55,0    1195    13,0
   2387    53,0    1195    19,0
   2388    43,0    1196    23,0
   2389    57,0    1196    23,0
   2390    38,0    1197    15,0
   2391    56,0    1197    16,0
   2392    54,0    1198    19,0
   2393    52,0    1198    15,0
   2394    59,0    1199    12,0
   2395    50,0    1199    18,0
   2396    54,0    1200    14,0
   2397    44,0    1200    20,0
   2398    42,0    1201    15,0
   2399    49,0    1201    13,0
   2400    59,0    1202    22,0
   2401    46,0    1202    24,0
   2402    52,0    1203    21,0
   2403    52,0    1203    20,0
   2404    43,0    1204    25,0
   2405    58,0    1204    17,0
   2406    34,0    1205    16,0
   2407    45,0    1205    21,0
   2408    46,0    1206    22,0
   2409    37,0    1206    17,0
   2410    51,0    1207    16,0
   2411    49,0    1207    20,0
   2412    50,0    1208    26,0
   2413    47,0    1208    21,0
   2414    52,0    1209    13,0
   2415    50,0    1209    15,0
   2416    51,0    1210    14,0
   2417    54,0    1210    14,0
   2418    49,0    1211    20,0
   2419    36,0    1211    25,0
   2420    54,0    1212    25,0
   2421    44,0    1212    16,0
   2422    46,0    1213    16,0
   2423    39,0    1213    24,0
   2424    57,0    1214    14,0
   2425    54,0    1214    20,0
   2426    41,0    1214    23,0
   2427    65,0    1215     9,0
   2428    50,0    1215    20,0
   2429    52,0    1216    21,0
   2430    48,0    1216    10,0
   2431    43,0    1217    15,0
   2432    42,0    1217    20,0
   2433    42,0    1218    19,0
   2434    39,0    1218    11,0
   2435    47,0    1219    13,0
   2436    41,0    1219    16,0
   2437    44,0    1220    22,0
   2438    60,0    1220    19,0
   2439    44,0    1221    14,0
   2440    45,0    1221    17,0
   2441    48,0    1222    13,0
   2442    60,0    1222    12,0
   2443    49,0    1223    12,0
   2444    42,0    1223    20,0
   2445    44,0    1224    10,0
   2446    49,0    1224    14,0
   2447    42,0    1225    12,0
   2448    52,0    1226    13,0
   2449    59,0    1226    15,0
   2450    42,0    1227    15,0
   2451    48,0    1227    14,0
   2452    52,0    1228    14,0
   2453    45,0    1228    15,0
   2454    59,0    1229    16,0
   2455    48,0    1229     9,0
   2456    42,0    1230    21,0
   2457    58,0    1230    14,0
   2458    74,0    1231    17,0
   2459    50,0    1231    17,0
   2460    58,0    1232    18,0
   2461    69,0    1232    24,0
   2462    69,0    1233    18,0
   2463    76,0    1233    21,0
   2464    74,0    1234    13,0
   2465    66,0    1234    16,0
   2466    62,0    1235    19,0
   2467    57,0    1235    18,0
   2468    74,0    1235    10,0
   2469    72,0    1236    17,0
   2470    69,0    1236    11,0
   2471    72,0    1237     9,0
   2472    74,0    1237    12,0
   2473    79,0    1238    16,0
   2474    75,0    1238    13,0
   2475    90,0    1239    24,0
   2476    91,0    1239    15,0
   2477    95,0    1240    15,0
   2478     107    1240    26,0
   2479     118    1241    13,0
   2480     112    1241    19,0
   2481     143    1242     9,0
   2482     167    1242     8,0
   2483     199    1243    16,0
   2484     272    1243    16,0
   2485     316    1244    17,0
   2486     381    1244    20,0
   2487     407    1245    17,0
   2488     504    1245    10,0
   2489     496    1246    18,0
   2490     514    1246    12,0
   2491     601    1247    18,0
   2492     678    1247    18,0
   2493     870    1248    12,0
   2494    1277    1248    18,0
   2495    2556    1249    16,0
   2496    4785    1249    17,0
   2497    7369    1250    36,0
   2498   10748    1250    47,0
   2499   13906    1251    47,0
   2500   16934    1251    70,0
   2501   18955    1252    86,0
   2502   20783    1252     103
   2503   21718    1253     105
   2504   21503    1253     108
   2505   21415    1254    81,0
   2506   20050    1254    84,0
   2507   18807    1255    89,0
   2508   16952    1255    58,0
   2509   15021    1256    50,0
   2510   13002    1256    54,0
   2511   10693    1257    24,0
   2512    8253    1257    29,0
   2513    6147    1258    21,0
   2514    4601    1258    10,0
   2515    3154    1259    17,0
   2516    2204    1259    16,0
   2517    1504    1260    23,0
   2518    1015    1260    11,0
   2519     610    1261    11,0
   2520     514    1261    15,0
   2521     409    1262     7,0
   2522     292    1262    15,0
   2523     224    1263    12,0
   2524     221    1263    15,0
   2525     173    1264    15,0
   2526     154    1264    15,0
   2527     115    1265    11,0
   2528     124    1265    17,0
   2529     107    1266    11,0
   2530     126    1266    10,0
   2531     124    1267    10,0
   2532    96,0    1267    17,0
   2533    99,0    1268    12,0
   2534     103    1268    18,0
   2535    87,0    1269    20,0
   2536    89,0    1269    18,0
   2537    71,0    1270    14,0
   2538    65,0    1270    11,0
   2539    75,0    1271    10,0
   2540    73,0    1271    15,0
   2541    81,0    1272    11,0
   2542    75,0    1272    14,0
   2543    87,0    1273    11,0
   2544    71,0    1273    16,0
   2545    80,0    1274     8,0
   2546    64,0    1274     9,0
   2547    52,0    1275    15,0
   2548    64,0    1275    12,0
   2549    63,0    1276    15,0
   2550    62,0    1276    20,0
   2554     101    1278    67,2
   2559    33,6    1281    33,6
   2564     0,0    1283     0,0
   2569     101    1286    33,6
   2574     0,0    1288     0,0
   2579    33,6    1291     0,0
   2584    33,6    1293    33,6
   2589    33,6    1296     0,0
   2594    33,6    1298    33,6
   2599    67,2    1301    33,6
   2604    67,2    1303     0,0
   2609    33,6    1306    33,6
   2614     101    1308     0,0
   2619    33,6    1311     0,0
   2624    33,6    1313    33,6
   2629     0,0    1316    67,2
   2634     0,0    1318     0,0
   2639     0,0    1321     0,0
   2644     0,0    1323     0,0
   2649    33,6    1326     0,0
   2654    33,6    1328     0,0
   2659    67,2    1331    33,6
   2664     0,0    1333     0,0
   2669     0,0    1336    33,6
   2674     0,0    1338     0,0
   2679     0,0    1340    33,6
   2684     0,0    1343     0,0
   2689    33,6    1345     0,0
   2694     0,0    1348     0,0
   2699    33,6    1351     0,0
   2704    67,2    1353     0,0
   2709    33,6    1356     0,0
   2714     0,0    1358    33,6
   2719    67,2    1360     0,0
   2724     0,0    1363    33,6
   2729     0,0    1365     0,0
   2734     0,0    1368    33,6
   2739    33,6    1370    33,6
   2744    67,2    1373     0,0
   2749    33,6    1375     0,0
   2754     0,0    1378    33,6
   2759    33,6    1380     0,0
   2764     0,0    1383     0,0
   2769     0,0    1385    33,6
   2774     0,0    1388     0,0
   2779    67,2    1390    33,6
   2784     0,0    1393     0,0
   2789    33,6    1395     0,0
   2794    33,6    1398    67,2
   2799     0,0    1400     0,0
   2804     0,0    1403     0,0
   2809     0,0    1405     0,0
   2814     0,0    1408     0,0
   2819    33,6    1410     0,0
   2824    67,2    1413     0,0
   2829     0,0    1415     0,0
   2834     0,0    1418     0,0
   2839     0,0    1420    33,6
   2844     0,0    1422     0,0
   2849     0,0    1425     0,0
   2854     0,0    1427     0,0
   2859     0,0    1430     0,0
   2864    33,6    1432    33,6
   2869     0,0    1435     0,0
   2874     0,0    1437    33,6
   2879     0,0    1440     0,0
   2884    33,6    1442    33,6
   2889     0,0    1445     0,0
   2894     0,0    1447     0,0
   2899     0,0    1450     0,0
   2904     0,0    1452     0,0
   2909     0,0    1455    33,6
   2914     0,0    1457     0,0
   2919     0,0    1460    33,6
   2924     0,0    1462    33,6
   2929     0,0    1465     0,0
   2934     0,0    1467     0,0
   2939     0,0    1470     0,0
   2944     0,0    1472    33,6
   2949     0,0    1475     0,0
   2954     0,0    1477     0,0
   2959     0,0    1480     0,0
   2964     0,0    1482     0,0
   2969     0,0    1485     0,0
   2974     0,0    1487     0,0
   2979     0,0    1490     0,0
   2984     0,0    1492     0,0
   2989     0,0    1495     0,0
   2994     0,0    1498     0,0
   2999     0,0    1500     0,0
   3004     0,0    1502     0,0
