01.01.2007   N1106
Образец: "Se"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2504     301    1253    33,4
   2509     100    1256    33,4
   2514    66,9    1258     134
   2519     167    1261    33,4
   2524     100    1263     0,0
   2529    66,9    1266     100
   2534     167    1268     100
   2539    66,9    1271    66,9
   2544     100    1273    66,9
   2549     100    1276     0,0
   2554     268    1278    66,9
   2559     100    1281    33,4
   2564     100    1283    66,9
   2569     234    1286     100
   2574     100    1288     100
   2579     167    1291    33,4
   2584     167    1293    66,9
   2589    66,9    1296    66,9
   2594    66,9    1298     100
   2599     134    1301     134
   2604     100    1303    66,9
   2609     201    1306    33,4
   2614     100    1308     100
   2619     100    1311    66,9
   2624     0,0    1313    33,4
   2629     167    1316    33,4
   2634     100    1318     100
   2639     100    1321     0,0
   2644     100    1323     100
   2649    33,4    1326    66,9
   2654     201    1328    66,9
   2659    33,4    1331    33,4
   2664    66,9    1333    66,9
   2669     167    1336    33,4
   2674     100    1338    33,4
   2679     134    1340     100
   2684    33,4    1343     134
   2689    66,9    1345     0,0
   2694    66,9    1348     134
   2699     0,0    1351     0,0
   2704    33,4    1353     0,0
   2709     134    1356    33,4
   2714     100    1358    33,4
   2719    33,4    1360     134
   2724    66,9    1363     100
   2729    66,9    1365     0,0
   2734    66,9    1368     100
   2739     0,0    1370    66,9
   2744    66,9    1373    66,9
   2749     100    1375     0,0
   2754    33,4    1378    33,4
   2759     134    1380    66,9
   2764     100    1383    33,4
   2769    66,9    1385     0,0
   2774     100    1388    66,9
   2779    66,9    1390    66,9
   2784     100    1393     100
   2789    66,9    1395    33,4
   2794    66,9    1398     167
   2799     134    1400     0,0
   2804    33,4    1403    66,9
   2809     0,0    1405     167
   2814    66,9    1408    33,4
   2819     0,0    1410    33,4
   2824     100    1413     0,0
   2829    33,4    1415    66,9
   2834    66,9    1418     100
   2839     0,0    1420     100
   2844     100    1422    33,4
   2849    66,9    1425    66,9
   2854    33,4    1427     100
   2859     100    1430     0,0
   2864    66,9    1432     167
   2869     100    1435     201
   2874     234    1437     201
   2879    66,9    1440     100
   2884    33,4    1442     0,0
   2889    33,4    1445    33,4
   2894     100    1447    66,9
   2899    33,4    1450     167
