01.01.2007   N1106
Образец: "Ho"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2939     0,0    1470     0,0
   2944     0,0    1472    33,5
   2949     0,0    1475     0,0
   2954     0,0    1477    33,5
   2959     0,0    1480     0,0
   2964     0,0    1482     0,0
   2969     0,0    1485     0,0
   2974     0,0    1487     0,0
   2979     0,0    1490     0,0
   2984     0,0    1492     0,0
   2989     0,0    1495    33,5
   2994     0,0    1498     0,0
   2999     0,0    1500     0,0
   3004     0,0    1502     0,0
   3009     0,0    1505     0,0
   3014     0,0    1508     0,0
   3019     0,0    1510    33,5
   3024     0,0    1512     0,0
   3029     0,0    1515     0,0
   3034     0,0    1518     0,0
   3039     0,0    1520     0,0
   3044     0,0    1522     0,0
   3049     0,0    1525     0,0
   3054     0,0    1528     0,0
   3059     0,0    1530    33,5
   3064     0,0    1533     0,0
   3069     0,0    1535     0,0
   3074     0,0    1538     0,0
   3079     0,0    1540     0,0
   3084     0,0    1543    67,0
   3089     0,0    1545     0,0
   3094     0,0    1548     0,0
   3099     0,0    1550     0,0
   3104     0,0    1553    33,5
   3109     0,0    1555    33,5
   3114     0,0    1558     0,0
   3119     0,0    1560     0,0
   3124     0,0    1563    33,5
   3129     0,0    1565     167
   3134     0,0    1568     167
   3139     0,0    1570    67,0
   3144    67,0    1573    33,5
   3149    67,0    1575    67,0
