01.01.2007   N1106
Образец: "In"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   1934     404     970    33,6
   1939     336     972    33,6
   1944     269     975    67,3
   1949     168     977    67,3
   1954    33,6     980    33,6
   1959    67,3     982    33,6
   1964    67,3     985    33,6
   1969    33,6     987    33,6
   1974    33,6     990    33,6
   1979    33,6     992    33,6
   1984     0,0     995    33,6
   1989    67,3     997    33,6
   1994    33,6    1000    67,3
   1999     101    1002    33,6
   2004    33,6    1005     0,0
   2009     0,0    1007    33,6
   2014    67,3    1010    33,6
   2019    67,3    1012    33,6
   2024    67,3    1015    67,3
   2029    67,3    1017    33,6
   2034    67,3    1020     0,0
   2039    67,3    1022     0,0
   2044    33,6    1025    33,6
   2049    67,3    1027    33,6
   2054     101    1030    33,6
   2059    33,6    1032    33,6
   2064    67,3    1034     0,0
   2069    33,6    1037     0,0
   2074     101    1039     0,0
   2079    33,6    1042     0,0
   2084    67,3    1044     0,0
   2089    67,3    1047     0,0
   2094    33,6    1049     0,0
   2099     0,0    1052    33,6
   2104    67,3    1054    67,3
   2109     101    1057    33,6
   2114     0,0    1059    33,6
   2119    67,3    1062    33,6
   2124    67,3    1064    33,6
   2129    33,6    1067    33,6
   2134    67,3    1069    33,6
   2139    33,6    1072    33,6
   2144     101    1074    33,6
   2149    33,6    1077     0,0
   2154    33,6    1079    33,6
   2159     0,0    1082    33,6
   2164    67,3    1084    33,6
   2169    33,6    1087    33,6
   2174    33,6    1089    67,3
   2179    33,6    1092    33,6
   2184    33,6    1094    33,6
   2189    33,6    1097     0,0
   2194     0,0    1099     0,0
   2199    33,6    1102    33,6
   2204    67,3    1104    67,3
   2209    67,3    1107    33,6
   2214    67,3    1109    33,6
   2219    67,3    1112     0,0
   2224     0,0    1114     0,0
   2229    33,6    1117     0,0
   2234     101    1119     0,0
   2239     0,0    1122     0,0
   2244    33,6    1124     0,0
   2249    67,3    1127    33,6
   2254    67,3    1129    33,6
   2259    33,6    1131     0,0
   2264    67,3    1134    33,6
   2269     0,0    1136    33,6
   2274    33,6    1139     0,0
   2279    67,3    1141    33,6
   2284    33,6    1144    33,6
   2289    33,6    1146    33,6
   2294    67,3    1149    33,6
   2299     0,0    1151     0,0
   2304     101    1154    33,6
   2309    33,6    1156    33,6
   2314     0,0    1159    33,6
   2319    67,3    1161     0,0
   2324    33,6    1164     0,0
   2329    33,6    1166    33,6
   2334    33,6    1169     0,0
   2339    67,3    1171     0,0
   2344     0,0    1174    33,6
   2349    67,3    1176    33,6
   2354    33,6    1179    67,3
   2359    67,3    1181    33,6
   2364    67,3    1184    33,6
   2369    33,6    1186     0,0
   2374    67,3    1189     0,0
   2379    33,6    1191     0,0
   2384     0,0    1194     0,0
   2389     0,0    1196     0,0
   2394    33,6    1199    33,6
   2399     0,0    1201     0,0
   2404     0,0    1204    33,6
   2409     0,0    1206     0,0
   2414     101    1209     0,0
   2419     0,0    1211    67,3
   2424    67,3    1214     0,0
   2429    33,6    1216     0,0
   2434    33,6    1218    33,6
   2439    33,6    1221     0,0
   2444    67,3    1223    67,3
   2449     0,0    1226    33,6
   2454    33,6    1229    33,6
   2459     0,0    1231     0,0
   2464    33,6    1234    33,6
   2469     0,0    1236     0,0
   2474    67,3    1238    33,6
   2479     0,0    1241     0,0
   2484    33,6    1243    33,6
   2489    33,6    1246     0,0
   2494     0,0    1248     0,0
   2499    67,3    1251    33,6
   2504     0,0    1253     0,0
   2509    33,6    1256     0,0
   2514     101    1258    33,6
   2519     0,0    1261     0,0
   2524    33,6    1263     0,0
   2529    33,6    1266     0,0
   2534     0,0    1268     0,0
   2539    33,6    1271    33,6
   2544    33,6    1273     0,0
   2549     0,0    1276    33,6
   2554     0,0    1278    33,6
   2559    67,3    1281    33,6
   2564    33,6    1283     0,0
   2569     0,0    1286    33,6
   2574     0,0    1288     0,0
   2579    33,6    1291     0,0
   2584     0,0    1293     0,0
   2589     0,0    1296     0,0
   2594     0,0    1298     0,0
   2599    67,3    1301     0,0
   2604     0,0    1303     0,0
   2609     0,0    1306    33,6
   2614     0,0    1308     0,0
   2619     0,0    1311    33,6
   2624    33,6    1313     0,0
   2629     0,0    1316    33,6
   2634     0,0    1318    33,6
   2639    33,6    1321     0,0
   2644    33,6    1323     0,0
   2649     0,0    1326    33,6
   2654     0,0    1328     0,0
   2659     0,0    1331     0,0
   2664    33,6    1333     0,0
   2669     0,0    1336     0,0
   2674     0,0    1338     0,0
   2679    33,6    1340    67,3
   2684    33,6    1343    67,3
   2689     0,0    1345     0,0
   2694    33,6    1348    33,6
   2699    33,6    1351     0,0
