01.01.2007   N1106
Образец: "Y"
LiF200
Трубка: "40,0/0,100"
        Отр1            Отр2
   [мА]  [Имп/с]   [мА]  [Имп/с]
   2174     336    1089     235
   2179     403    1092     202
   2184     202    1094     101
   2189     471    1097    67,2
   2194     504    1099     134
   2199     639    1102     168
   2204     403    1104     168
   2209     605    1107     202
   2214     370    1109     303
   2219     235    1112     336
   2224     168    1114     269
   2229     101    1117     101
   2234     235    1119     101
   2239     202    1122    33,6
   2244     235    1124    67,2
   2249     303    1127    67,2
   2254     269    1129     101
   2259     134    1131    67,2
   2264     235    1134     101
   2269     168    1136    67,2
   2274     235    1139    67,2
   2279     202    1141     134
   2284     235    1144    67,2
   2289     101    1146     101
   2294     168    1149    67,2
   2299    33,6    1151    67,2
   2304     101    1154     101
   2309     235    1156    33,6
   2314     168    1159    67,2
   2319     168    1161     134
   2324     101    1164     168
   2329     269    1166     101
   2334     235    1169    33,6
   2339     134    1171    67,2
   2344     134    1174    33,6
   2349     168    1176     0,0
   2354     202    1179    67,2
   2359     134    1181    33,6
   2364     168    1184     101
   2369     269    1186    67,2
   2374     134    1189    67,2
   2379     202    1191     101
   2384     168    1194    67,2
   2389     235    1196    67,2
   2394    67,2    1199    67,2
   2399     235    1201     0,0
   2404     269    1204    33,6
   2409     134    1206    33,6
   2414     168    1209    33,6
   2419     168    1211    67,2
   2424    67,2    1214    33,6
   2429     202    1216     101
   2434     168    1218    33,6
   2439     134    1221    67,2
   2444    67,2    1223    33,6
   2449     134    1226    67,2
   2454     101    1229    33,6
   2459     101    1231    33,6
   2464     269    1234     134
   2469     134    1236     235
   2474     269    1238     471
   2479     538    1241     874
   2484     336    1243     672
   2489     269    1246     504
   2494     269    1248     437
   2499     134    1251     235
   2504    67,2    1253     134
   2509     101    1256    67,2
   2514     101    1258     101
   2519     134    1261    33,6
   2524    67,2    1263    67,2
   2529     168    1266    33,6
   2534    67,2    1268    67,2
   2539     134    1271    33,6
   2544     269    1273    67,2
   2549     101    1276    67,2
   2554     101    1278     0,0
   2559     101    1281    33,6
   2564     134    1283    33,6
   2569    67,2    1286    33,6
   2574    67,2    1288     0,0
   2579     101    1291    33,6
   2584    67,2    1293    67,2
   2589    33,6    1296    67,2
   2594     168    1298     101
   2599     134    1301    67,2
   2604     134    1303     0,0
   2609    67,2    1306    33,6
   2614    67,2    1308     101
   2619    33,6    1311    33,6
   2624     101    1313    67,2
   2629    33,6    1316    67,2
   2634     168    1318    67,2
   2639     168    1321     0,0
   2644     101    1323     101
   2649     134    1326     101
   2654     168    1328    33,6
   2659     168    1331     0,0
   2664     0,0    1333     0,0
   2669     101    1336    67,2
   2674     101    1338    33,6
   2679     134    1340     168
   2684     101    1343    67,2
   2689    33,6    1345     0,0
   2694    67,2    1348     0,0
   2699     101    1351     101
   2704     101    1353    33,6
   2709     0,0    1356     0,0
   2714    33,6    1358    33,6
   2719     134    1360     0,0
   2724     168    1363     101
   2729     134    1365     0,0
   2734     101    1368     0,0
   2739     101    1370     134
   2744    33,6    1373     0,0
   2749     134    1375     101
   2754    67,2    1378     101
   2759     101    1380    33,6
   2764    33,6    1383     0,0
   2769     202    1385    67,2
   2774     101    1388    67,2
   2779     101    1390    33,6
   2784     168    1393     0,0
   2789     0,0    1395     0,0
   2794    67,2    1398    67,2
   2799    33,6    1400     101
   2804     134    1403    33,6
   2809    67,2    1405    33,6
   2814     134    1408    33,6
   2819     0,0    1410    33,6
   2824    67,2    1413     0,0
   2829    67,2    1415    33,6
   2834     101    1418    67,2
   2839    67,2    1420    33,6
   2844     0,0    1422    67,2
   2849     134    1425    67,2
   2854    33,6    1427     0,0
   2859     134    1430    33,6
   2864     101    1432     168
   2869    33,6    1435     168
   2874     0,0    1437     101
   2879    67,2    1440     101
   2884     0,0    1442    67,2
   2889    33,6    1445    33,6
   2894     0,0    1447     0,0
   2899     0,0    1450    67,2
   2904     101    1452    67,2
   2909    33,6    1455     0,0
   2914    33,6    1457    67,2
   2919     101    1460    33,6
   2924     101    1462     0,0
   2929    67,2    1465     101
   2934     0,0    1467    67,2
   2939    67,2    1470     101
   2944    67,2    1472    67,2
   2949     101    1475     101
   2954    67,2    1477    67,2
   2959    33,6    1480    67,2
   2964     0,0    1482     168
   2969     0,0    1485    33,6
   2974    67,2    1487    67,2
   2979     0,0    1490     101
   2984    67,2    1492     101
   2989    33,6    1495     0,0
   2994    33,6    1498     0,0
   2999     0,0    1500    33,6
   3004    33,6    1502     0,0
   3009     0,0    1505    67,2
   3014     0,0    1508    33,6
   3019    33,6    1510     134
   3024     0,0    1512    33,6
   3029    67,2    1515    67,2
   3034    67,2    1518     101
   3039    33,6    1520    67,2
   3044     0,0    1522    67,2
   3049     101    1525     101
   3054    67,2    1528     0,0
   3059     101    1530    67,2
   3064    33,6    1533    33,6
   3069     0,0    1535     101
   3074     0,0    1538     101
   3079    33,6    1540    67,2
   3084     0,0    1543    67,2
